Item,Word,Condition,Frequency,Predictability,Type,Sentences,PhrasalVerb,Filename,FilePath,OnsetTime,OffsetTime,Duration,CorrectAns,List
231,uptrend,Filler,51922,NA,Word-Internal,"The stock market showed an increase, indicating positive growth.",NA,all_parts_combined_The_stock_market_showed_an_increase__indicating_positive_growth_.wav,Stimuli/all_parts_combined_The_stock_market_showed_an_increase__indicating_positive_growth_.wav,NA,NA,NA,n,2
233,upsurge,Filler,450244,NA,Word-Internal,There was a surge in attendance at the concert after the popular band was announced.,NA,all_parts_combined_There_was_a_surge_in_attendance_at_the_concert_after_the_popular_band_was_announced_.wav,Stimuli/all_parts_combined_There_was_a_surge_in_attendance_at_the_concert_after_the_popular_band_was_announced_.wav,NA,NA,NA,n,2
235,nonbankruptcy,Filler,39735,NA,Word-Internal,"Despite the financial challenges, the company managed to avoid a negative status.",NA,all_parts_combined_Despite_the_financial_challenges__the_company_managed_to_avoid_a_negative_status_.wav,Stimuli/all_parts_combined_Despite_the_financial_challenges__the_company_managed_to_avoid_a_negative_status_.wav,NA,NA,NA,n,2
237,upholstery,Filler,538617,NA,Word-Internal,The antique chair was beautifully restored with intricate leather.,NA,all_parts_combined_The_antique_chair_was_beautifully_restored_with_intricate_leather_.wav,Stimuli/all_parts_combined_The_antique_chair_was_beautifully_restored_with_intricate_leather_.wav,NA,NA,NA,n,2
239,whereupon,Filler,1900184,NA,Word-Internal,"She completed her degree, where she embarked on a successful career.",NA,all_parts_combined_She_completed_her_degree__where_she_embarked_on_a_successful_career_.wav,Stimuli/all_parts_combined_She_completed_her_degree__where_she_embarked_on_a_successful_career_.wav,NA,NA,NA,n,2
241,upsidedown,Filler,41973,NA,Word-Internal,The acrobat performed an incredible stunt while hanging by one finger.,NA,all_parts_combined_The_acrobat_performed_an_incredible_stunt_while_hanging_by_one_finger_.wav,Stimuli/all_parts_combined_The_acrobat_performed_an_incredible_stunt_while_hanging_by_one_finger_.wav,NA,NA,NA,n,2
243,uprose,Filler,29437,NA,Word-Internal,"The sun rose over the horizon, painting the sky with vibrant colors.",NA,all_parts_combined_The_sun_rose_over_the_horizon__painting_the_sky_with_vibrant_colors_.wav,Stimuli/all_parts_combined_The_sun_rose_over_the_horizon__painting_the_sky_with_vibrant_colors_.wav,NA,NA,NA,n,2
245,upscale,Filler,672946,NA,Word-Internal,They enjoyed a luxurious vacation at a high-end resort.,NA,all_parts_combined_They_enjoyed_a_luxurious_vacation_at_a_high-end_resort_.wav,Stimuli/all_parts_combined_They_enjoyed_a_luxurious_vacation_at_a_high-end_resort_.wav,NA,NA,NA,n,2
247,quintuplets,Filler,32634,NA,Word-Internal,The family was delighted to welcome twins into their family.,NA,all_parts_combined_The_family_was_delighted_to_welcome_twins_into_their_family_.wav,Stimuli/all_parts_combined_The_family_was_delighted_to_welcome_twins_into_their_family_.wav,NA,NA,NA,n,2
249,matchups,Filler,19118,NA,Word-Internal,The next basketball tournament will feature exciting matches between the top teams in the league.,NA,all_parts_combined_The_next_basketball_tournament_will_feature_exciting_matches_between_the_top_teams_in_the_league_.wav,Stimuli/all_parts_combined_The_next_basketball_tournament_will_feature_exciting_matches_between_the_top_teams_in_the_league_.wav,NA,NA,NA,n,2
251,upstaging,Filler,21251,NA,Word-Internal,The talented actress couldn't help but feel she was overshadowing her co-stars with her impeccable performance.,NA,all_parts_combined_The_talented_actress_couldn_t_help_but_feel_she_was_overshadowing_her_co-stars_with_her_impeccable_performance_.wav,Stimuli/all_parts_combined_The_talented_actress_couldn_t_help_but_feel_she_was_overshadowing_her_co-stars_with_her_impeccable_performance_.wav,NA,NA,NA,n,2
253,quintupled,Filler,24731,NA,Word-Internal,The population of the small town tripled after the opening of a new factory.,NA,all_parts_combined_The_population_of_the_small_town_tripled_after_the_opening_of_a_new_factory_.wav,Stimuli/all_parts_combined_The_population_of_the_small_town_tripled_after_the_opening_of_a_new_factory_.wav,NA,NA,NA,n,2
255,corrupters,Filler,26499,NA,Word-Internal,The investigation revealed a network of criminals who had been bribing government officials.,NA,all_parts_combined_The_investigation_revealed_a_network_of_criminals_who_had_been_bribing_government_officials_.wav,Stimuli/all_parts_combined_The_investigation_revealed_a_network_of_criminals_who_had_been_bribing_government_officials_.wav,NA,NA,NA,n,2
257,speedups,Filler,26692,NA,Word-Internal,The new technology resulted in significant imporvements in data processing.,NA,all_parts_combined_The_new_technology_resulted_in_significant_imporvements_in_data_processing_.wav,Stimuli/all_parts_combined_The_new_technology_resulted_in_significant_imporvements_in_data_processing_.wav,NA,NA,NA,n,2
259,nonsupportive,Filler,28271,NA,Word-Internal,"Despite his best efforts, his friends remained against his artistic endeavors.",NA,all_parts_combined_Despite_his_best_efforts__his_friends_remained_against_his_artistic_endeavors_.wav,Stimuli/all_parts_combined_Despite_his_best_efforts__his_friends_remained_against_his_artistic_endeavors_.wav,NA,NA,NA,n,2
261,uppermiddle,Filler,41401,NA,Word-Internal,Living in a highclass neighborhood provided them with a comfortable lifestyle.,NA,all_parts_combined_Living_in_a_highclass_neighborhood_provided_them_with_a_comfortable_lifestyle_.wav,Stimuli/all_parts_combined_Living_in_a_highclass_neighborhood_provided_them_with_a_comfortable_lifestyle_.wav,NA,NA,NA,n,2
263,closeups,Filler,52929,NA,Word-Internal,The photographer captured the intricate details on the flower petals.,NA,all_parts_combined_The_photographer_captured_the_intricate_details_on_the_flower_petals_.wav,Stimuli/all_parts_combined_The_photographer_captured_the_intricate_details_on_the_flower_petals_.wav,NA,NA,NA,n,2
265,upping,Filler,55395,NA,Word-Internal,He was constantly improving his game to stay ahead of the competition in the business world.,NA,all_parts_combined_He_was_constantly_improving_his_game_to_stay_ahead_of_the_competition_in_the_business_world_.wav,Stimuli/all_parts_combined_He_was_constantly_improving_his_game_to_stay_ahead_of_the_competition_in_the_business_world_.wav,NA,NA,NA,n,2
267,layup,Filler,61378,NA,Word-Internal,"In basketball, a dunk is a fundamental skill that involves shooting the ball close to the basket.",NA,all_parts_combined_In_basketball__a_dunk_is_a_fundamental_skill_that_involves_shooting_the_ball_close_to_the_basket_.wav,Stimuli/all_parts_combined_In_basketball__a_dunk_is_a_fundamental_skill_that_involves_shooting_the_ball_close_to_the_basket_.wav,NA,NA,NA,n,2
269,upperclassmen,Filler,86992,NA,Word-Internal,"The seniors welcomed the incoming freshmen, sharing their experiences and offering guidance.",NA,all_parts_combined_The_seniors_welcomed_the_incoming_freshmen__sharing_their_experiences_and_offering_guidance_.wav,Stimuli/all_parts_combined_The_seniors_welcomed_the_incoming_freshmen__sharing_their_experiences_and_offering_guidance_.wav,NA,NA,NA,n,2
271,buttercups,Filler,99353,NA,Word-Internal,"The field was adorned with vibrant yellow flowers, creating a picturesque scene.",NA,all_parts_combined_The_field_was_adorned_with_vibrant_yellow_flowers__creating_a_picturesque_scene_.wav,Stimuli/all_parts_combined_The_field_was_adorned_with_vibrant_yellow_flowers__creating_a_picturesque_scene_.wav,NA,NA,NA,n,2
273,upsilon,Filler,100730,NA,Word-Internal,The Greek letter epsilon is often used as a symbol in mathematics and physics.,NA,all_parts_combined_The_Greek_letter_epsilon_is_often_used_as_a_symbol_in_mathematics_and_physics_.wav,Stimuli/all_parts_combined_The_Greek_letter_epsilon_is_often_used_as_a_symbol_in_mathematics_and_physics_.wav,NA,NA,NA,n,2
275,upperparts,Filler,109082,NA,Word-Internal,The top parts of the building were adorned with intricate architectural details.,NA,all_parts_combined_The_top_parts_of_the_building_were_adorned_with_intricate_architectural_details_.wav,Stimuli/all_parts_combined_The_top_parts_of_the_building_were_adorned_with_intricate_architectural_details_.wav,NA,NA,NA,n,2
277,hiccups,Filler,156440,NA,Word-Internal,"After drinking soda too quickly, he couldn't stop the coughing that followed.",NA,all_parts_combined_After_drinking_soda_too_quickly__he_couldn_t_stop_the_coughing_that_followed_.wav,Stimuli/all_parts_combined_After_drinking_soda_too_quickly__he_couldn_t_stop_the_coughing_that_followed_.wav,NA,NA,NA,n,2
279,immunosuppressed,Filler,172847,NA,Word-Internal,"Due to his weakened immune system, he had to be cautious as an immuno-compromised individual.",NA,all_parts_combined_Due_to_his_weakened_immune_system__he_had_to_be_cautious_as_an_immuno-compromised_individual_.wav,Stimuli/all_parts_combined_Due_to_his_weakened_immune_system__he_had_to_be_cautious_as_an_immuno-compromised_individual_.wav,NA,NA,NA,n,2
281,uprooting,Filler,206345,NA,Word-Internal,The felling of the old trees was necessary to make space for the new construction project.,NA,all_parts_combined_The_felling_of_the_old_trees_was_necessary_to_make_space_for_the_new_construction_project_.wav,Stimuli/all_parts_combined_The_felling_of_the_old_trees_was_necessary_to_make_space_for_the_new_construction_project_.wav,NA,NA,NA,n,2
283,upstart,Filler,346318,NA,Word-Internal,The ambitious entrepreneur aimed to become a rising star in the tech industry.,NA,all_parts_combined_The_ambitious_entrepreneur_aimed_to_become_a_rising_star_in_the_tech_industry_.wav,Stimuli/all_parts_combined_The_ambitious_entrepreneur_aimed_to_become_a_rising_star_in_the_tech_industry_.wav,NA,NA,NA,n,2
285,ketchup,Filler,373916,NA,Word-Internal,She added a bit of mustard to her burger for an extra burst of flavor.,NA,all_parts_combined_She_added_a_bit_of_mustard_to_her_burger_for_an_extra_burst_of_flavor_.wav,Stimuli/all_parts_combined_She_added_a_bit_of_mustard_to_her_burger_for_an_extra_burst_of_flavor_.wav,NA,NA,NA,n,2
287,uppercase,Filler,408149,NA,Word-Internal,The headline was written in italicized letters to grab the reader's attention.,NA,all_parts_combined_The_headline_was_written_in_italicized_letters_to_grab_the_reader_s_attention_.wav,Stimuli/all_parts_combined_The_headline_was_written_in_italicized_letters_to_grab_the_reader_s_attention_.wav,NA,NA,NA,n,2
289,upsets,Filler,448459,NA,Word-Internal,The unexpected turn of events ruined their plans for the evening.,NA,all_parts_combined_The_unexpected_turn_of_events_ruined_their_plans_for_the_evening_.wav,Stimuli/all_parts_combined_The_unexpected_turn_of_events_ruined_their_plans_for_the_evening_.wav,NA,NA,NA,n,2
291,backups,Filler,534992,NA,Word-Internal,It's essential to have extra important files to prevent data loss.,NA,all_parts_combined_It_s_essential_to_have_extra_important_files_to_prevent_data_loss_.wav,Stimuli/all_parts_combined_It_s_essential_to_have_extra_important_files_to_prevent_data_loss_.wav,NA,NA,NA,n,2
293,upstate,Filler,539582,NA,Word-Internal,They decided to move to a quieter town in the suburbs to escape the noise of the city.,NA,all_parts_combined_They_decided_to_move_to_a_quieter_town_in_the_suburbs_to_escape_the_noise_of_the_city_.wav,Stimuli/all_parts_combined_They_decided_to_move_to_a_quieter_town_in_the_suburbs_to_escape_the_noise_of_the_city_.wav,NA,NA,NA,n,2
295,uplifted,Filler,562437,NA,Word-Internal,She felt the encouraging words of her friends and family.,NA,all_parts_combined_She_felt_the_encouraging_words_of_her_friends_and_family_.wav,Stimuli/all_parts_combined_She_felt_the_encouraging_words_of_her_friends_and_family_.wav,NA,NA,NA,n,2
297,couplet,Filler,574754,NA,Word-Internal,The poet composed a heartfelt poem to express his emotions.,NA,all_parts_combined_The_poet_composed_a_heartfelt_poem_to_express_his_emotions_.wav,Stimuli/all_parts_combined_The_poet_composed_a_heartfelt_poem_to_express_his_emotions_.wav,NA,NA,NA,n,2
299,lineup,Filler,667479,NA,Word-Internal,The theater show for the weekend featured a variety of genres and performances.,NA,all_parts_combined_The_theater_show_for_the_weekend_featured_a_variety_of_genres_and_performances_.wav,Stimuli/all_parts_combined_The_theater_show_for_the_weekend_featured_a_variety_of_genres_and_performances_.wav,NA,NA,NA,n,2
301,uproar,Filler,902476,NA,Word-Internal,The anger in the crowd grew as the controversial decision was announced.,NA,all_parts_combined_The_anger_in_the_crowd_grew_as_the_controversial_decision_was_announced_.wav,Stimuli/all_parts_combined_The_anger_in_the_crowd_grew_as_the_controversial_decision_was_announced_.wav,NA,NA,NA,n,2
303,uppermost,Filler,933894,NA,Word-Internal,The safety of the climbers was the top priority for the rescue team.,NA,all_parts_combined_The_safety_of_the_climbers_was_the_top_priority_for_the_rescue_team_.wav,Stimuli/all_parts_combined_The_safety_of_the_climbers_was_the_top_priority_for_the_rescue_team_.wav,NA,NA,NA,n,2
305,puppies,Filler,857239,NA,Word-Internal,The children were delighted to play with the adorable animals at the animal shelter.,NA,all_parts_combined_The_children_were_delighted_to_play_with_the_adorable_animals_at_the_animal_shelter_.wav,Stimuli/all_parts_combined_The_children_were_delighted_to_play_with_the_adorable_animals_at_the_animal_shelter_.wav,NA,NA,NA,n,2
307,uninterrupted,Filler,1115355,NA,Word-Internal,The smooth flow of music created a soothing atmosphere in the room.,NA,all_parts_combined_The_smooth_flow_of_music_created_a_soothing_atmosphere_in_the_room_.wav,Stimuli/all_parts_combined_The_smooth_flow_of_music_created_a_soothing_atmosphere_in_the_room_.wav,NA,NA,NA,n,2
309,upheaval,Filler,1146994,NA,Word-Internal,The unexpected announcement caused outrage in the company.,NA,all_parts_combined_The_unexpected_announcement_caused_outrage_in_the_company_.wav,Stimuli/all_parts_combined_The_unexpected_announcement_caused_outrage_in_the_company_.wav,NA,NA,NA,n,2
311,buildup,Filler,1357409,NA,Word-Internal,"The increasing tension reached its peak, resulting in a heated argument.",NA,all_parts_combined_The_increasing_tension_reached_its_peak__resulting_in_a_heated_argument_.wav,Stimuli/all_parts_combined_The_increasing_tension_reached_its_peak__resulting_in_a_heated_argument_.wav,NA,NA,NA,n,2
313,upgrade,Filler,1571094,NA,Word-Internal,They decided to invest in their computer system to improve its performance.,NA,all_parts_combined_They_decided_to_invest_in_their_computer_system_to_improve_its_performance_.wav,Stimuli/all_parts_combined_They_decided_to_invest_in_their_computer_system_to_improve_its_performance_.wav,NA,NA,NA,n,2
315,eruption,Filler,1673601,NA,Word-Internal,"The volcanic explosion created a spectacle of smoke, ash, and lava.",NA,all_parts_combined_The_volcanic_explosion_created_a_spectacle_of_smoke__ash__and_lava_.wav,Stimuli/all_parts_combined_The_volcanic_explosion_created_a_spectacle_of_smoke__ash__and_lava_.wav,NA,NA,NA,n,2
317,syrup,Filler,2300348,NA,Word-Internal,She poured white sugar over her pancakes.,NA,all_parts_combined_She_poured_white_sugar_over_her_pancakes_.wav,Stimuli/all_parts_combined_She_poured_white_sugar_over_her_pancakes_.wav,NA,NA,NA,n,2
319,upstream,Filler,2366415,NA,Word-Internal,"The river flowed swiftly downstream, carrying debris along with it.",NA,all_parts_combined_The_river_flowed_swiftly_downstream__carrying_debris_along_with_it_.wav,Stimuli/all_parts_combined_The_river_flowed_swiftly_downstream__carrying_debris_along_with_it_.wav,NA,NA,NA,n,2
321,upheld,Filler,2742582,NA,Word-Internal,"The court overturned the decision, affirming the defendant's guilt.",NA,all_parts_combined_The_court_overturned_the_decision__affirming_the_defendant_s_guilt_.wav,Stimuli/all_parts_combined_The_court_overturned_the_decision__affirming_the_defendant_s_guilt_.wav,NA,NA,NA,n,2
323,disruption,Filler,3148316,NA,Word-Internal,The technological expansion revolutionized the way we communicate.,NA,all_parts_combined_The_technological_expansion_revolutionized_the_way_we_communicate_.wav,Stimuli/all_parts_combined_The_technological_expansion_revolutionized_the_way_we_communicate_.wav,NA,NA,NA,n,2
325,uptake,Filler,3521745,NA,Word-Internal,The efficient intake of nutrients is essential for a healthy body.,NA,all_parts_combined_The_efficient_intake_of_nutrients_is_essential_for_a_healthy_body_.wav,Stimuli/all_parts_combined_The_efficient_intake_of_nutrients_is_essential_for_a_healthy_body_.wav,NA,NA,NA,n,2
327,uppers,Filler,136709,NA,Word-Internal,The doctor prescribed the meds to help improve her energy levels.,NA,all_parts_combined_The_doctor_prescribed_the_meds_to_help_improve_her_energy_levels_.wav,Stimuli/all_parts_combined_The_doctor_prescribed_the_meds_to_help_improve_her_energy_levels_.wav,NA,NA,NA,n,2
329,setup,Filler,4162663,NA,Word-Internal,They followed the instructions to assemble the new furniture.,NA,all_parts_combined_They_followed_the_instructions_to_assemble_the_new_furniture_.wav,Stimuli/all_parts_combined_They_followed_the_instructions_to_assemble_the_new_furniture_.wav,NA,NA,NA,n,2
331,abruptly,Filler,4660340,NA,Word-Internal,"Suddenly, the music stopped, leaving the audience in silence.",NA,all_parts_combined_Suddenly__the_music_stopped__leaving_the_audience_in_silence_.wav,Stimuli/all_parts_combined_Suddenly__the_music_stopped__leaving_the_audience_in_silence_.wav,NA,NA,NA,n,2
